Generation,Fitness,R2,Complexity,Equation
0,7.260572327187544,0.21469978229906372,3,kb/c
1,7.260572327187544,0.21469978229906372,3,kb/c
2,0.040349862675596176,0.9955856556036362,15,0.093378358247243*T*kb*omega**2/c**2
3,0.04034986267559617,0.9955856556036362,20,0.093378358247243*T*kb*omega**2/c**2
4,0.04034986267558027,0.9955856560301015,23,0.0933783616460555*T*kb*omega**2/c**2
5,0.04034986267558027,0.9955856560301015,27,0.0933783616460555*T*kb*omega**2/c**2
6,0.04034986267558026,0.9955856560301015,26,0.0933783616460555*T*kb*omega**2/c**2
7,0.04034986267558026,0.9955856560301015,31,0.0933783616460555*T*kb*omega**2/c**2
8,0.04034986267558025,0.9955856560301015,32,0.0933783616460555*T*kb*omega**2/c**2
9,0.04034986267558025,0.9955856560301015,31,0.0933783616460555*T*kb*omega**2/c**2
10,0.040349862675580245,0.9955856560277411,30,0.0933783616272438*T*kb*omega**2/c**2
11,0.040349862675580245,0.9955856560277411,29,0.0933783616272438*T*kb*omega**2/c**2
12,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
13,0.040349862675580245,0.9955856560302434,29,0.0933783616471862*T*kb*omega**2/c**2
14,0.040349862675580245,0.9955856560302434,28,0.0933783616471862*T*kb*omega**2/c**2
15,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
16,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
17,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
18,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
19,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
20,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
21,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
22,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
23,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
24,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
25,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
26,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
27,0.040349862675580245,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
28,0.04034986267558024,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
29,0.04034986267558024,0.9955856560277411,34,0.0933783616272438*T*kb*omega**2/c**2
30,0.04034986267558023,0.9955856560277411,38,0.0933783616272438*T*kb*omega**2/c**2
31,0.04034986267558023,0.9955856560277411,38,0.0933783616272438*T*kb*omega**2/c**2
32,0.04034986267558023,0.9955856560277411,37,0.0933783616272438*T*kb*omega**2/c**2
33,0.04034986267558023,0.9955856560277411,37,0.0933783616272438*T*kb*omega**2/c**2
34,0.04034986267558023,0.9955856560277411,42,0.0933783616272438*T*kb*omega**2/c**2
35,0.04034986267558023,0.9955856560277411,42,0.0933783616272438*T*kb*omega**2/c**2
36,0.04034986267558023,0.9955856560277411,42,0.0933783616272438*T*kb*omega**2/c**2
37,0.04034986267558023,0.9955856560277411,41,0.0933783616272438*T*kb*omega**2/c**2
38,0.04034986267558023,0.9955856560277411,41,0.0933783616272438*T*kb*omega**2/c**2
39,0.04034986267558023,0.9955856560277411,41,0.0933783616272438*T*kb*omega**2/c**2
40,0.04034986267558023,0.9955856560277411,41,0.0933783616272438*T*kb*omega**2/c**2
41,0.04034986267558023,0.9955856560277411,41,0.0933783616272438*T*kb*omega**2/c**2
42,0.04034986267558023,0.9955856560277411,41,0.0933783616272438*T*kb*omega**2/c**2
