Generation,Fitness,R2,Complexity,Equation
46,0.04186442941642498,0.998131494310591,50,712.351499341568*Ef**2*c*epsilon*r**2*exp(0.0176799612177106*exp(-0.046944748343327*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
47,0.04186440345145038,0.9981315094164775,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
48,0.04186440345145038,0.9981315094164775,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
49,0.04186440345145038,0.9981315094164775,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
50,0.04186440345145031,0.9981315094165922,48,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
51,0.04186440345145031,0.9981315094165922,48,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
52,0.04186440345145028,0.9981315094165922,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
53,0.04186440345145028,0.9981315094165922,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
54,0.04186440345145028,0.9981315094165922,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
55,0.04186440345145028,0.9981315094165922,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
56,0.04186440345145028,0.9981315094165922,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
57,0.04186440345145028,0.9981315094165922,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
58,0.04186440345145028,0.9981315094165922,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
59,0.04186440345145026,0.9981315094145522,47,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
60,0.04186440345145026,0.9981315094145522,47,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
61,0.04186440345145026,0.9981315094145522,47,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
62,0.04186440345145025,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
63,0.04186440345145025,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
64,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
65,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
66,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
67,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
68,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
69,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
70,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
71,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
72,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
73,0.04186440345145021,0.9981315094145522,49,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
74,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
75,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
76,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
77,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
78,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
79,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
80,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
81,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
82,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
83,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
84,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
85,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
86,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
87,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
88,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
89,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
90,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
91,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
92,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
93,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
94,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
95,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
96,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
97,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
98,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
99,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
100,0.04186440345145021,0.9981315094145522,50,712.410115825946*Ef**2*c*epsilon*r**2*exp(0.01767679736874*exp(-0.0469366324312478*exp(omega_0/omega) + 2*omega_0/omega) - 4*omega_0/omega)
