Generation,Fitness,R2,Complexity,Equation
0,6.874858041473258,0.21469978229906372,3,kb/c
1,6.3731935147852825,0.27046932866767504,3,omega/c
2,6.329391368389021,0.332255993830068,4,8.20352760442148/c**2
3,4.850394367355733,0.42732086090732024,14,0.0562661432209225*h*omega**3/c**2
4,0.04034986267558337,0.9955856562223656,19,-0.0933783631783571*T*kb*omega**2/c**2
5,0.04034986267558032,0.9955856560552216,16,0.0933783618462571*T*kb*omega**2/c**2
6,0.04034986267558031,0.9955856560550924,25,-0.0933783618452269*T*kb*omega**2/c**2
7,0.04034986267558027,0.9955856560273642,33,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
8,0.040349862675580266,0.9955856560338863,27,-0.0933783616762196*T*kb*omega**2/c**2
9,0.04034986267558026,0.9955856560338863,36,-0.0933783616762196*T*kb*omega**2/c**2
10,0.04034986267558026,0.9955856560338863,32,-0.0933783616762196*T*kb*omega**2/c**2
11,0.040349862675580245,0.9955856560273642,41,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
12,0.040349862675580245,0.9955856560273642,41,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
13,0.040349862675580245,0.9955856560273642,42,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
14,0.040349862675580245,0.9955856560273642,43,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
15,0.040349862675580245,0.9955856560273642,44,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
16,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
17,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
18,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
19,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
20,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
21,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
22,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
23,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
24,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
25,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
26,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
27,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
28,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
29,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
30,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
31,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
32,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
33,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
34,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
35,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
36,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
37,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
38,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
39,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
40,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
41,0.040349862675580245,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
42,0.04034986267558024,0.9955856560273642,49,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
43,0.04034986267558024,0.9955856560344188,46,-0.0933783616804635*T**2*sqrt(kb)*omega**2/(c**2*sqrt(T**2/kb))
44,0.04034986267558024,0.995585656033627,49,-0.0933783616741533*T*kb*omega**2/c**2
45,0.04034986267558024,0.995585656033627,49,-0.0933783616741533*T*kb*omega**2/c**2
46,0.04034986267558024,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
47,0.04034986267558024,0.9955856560273642,45,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
48,0.04034986267558024,0.9955856560273642,49,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
49,0.04034986267558023,0.9955856560273642,49,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
50,0.04034986267558023,0.9955856560273642,49,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
51,0.04034986267558023,0.9955856560273642,49,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
52,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
53,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
54,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
55,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
56,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
57,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
58,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
59,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
60,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
61,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
62,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
63,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
64,0.04034986267558023,0.9955856560273642,49,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
65,0.04034986267558023,0.9955856560273642,49,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
66,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
67,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
68,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
69,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
70,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
71,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
72,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
73,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
74,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
75,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
76,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
77,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
78,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
79,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
80,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
81,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
82,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
83,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
84,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
85,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
86,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
87,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
88,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
89,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
90,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
91,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
92,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
93,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
94,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
95,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
96,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
97,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
98,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
99,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
100,0.04034986267558023,0.9955856560273642,48,-0.0933783616242398*T*kb*omega**2/(c**2*sqrt(h)*sqrt(-1/h))
